model_type,retrainer,exp_type,window,date_start,pre_retrain_f1,post_retrain_f1,f1_delta,in_stress_window
xgboost,perf_drop_0.03_lookback_3,perf,61,2022-01-05,0.4017,0.5325,0.1308,False
xgboost,perf_drop_0.03_lookback_3,perf,68,2022-08-08,0.535,0.4436,-0.0914,False
xgboost,perf_drop_0.03_lookback_3,perf,71,2022-11-04,0.433,0.4258,-0.0072,False
xgboost,perf_drop_0.03_lookback_3,perf,74,2023-02-07,0.4283,0.3406,-0.0877,False
xgboost,perf_drop_0.03_lookback_3,perf,78,2023-06-08,0.3406,0.4055,0.0649,False
xgboost,perf_drop_0.03_lookback_3,perf,82,2023-10-09,0.4055,0.4664,0.0609,False
xgboost,perf_drop_0.03_lookback_4,perf,8,2017-08-04,0.4772,0.3735,-0.1037,False
xgboost,perf_drop_0.03_lookback_4,perf,11,2017-11-02,0.3855,0.5313,0.1458,False
xgboost,perf_drop_0.03_lookback_4,perf,18,2018-06-06,0.4324,0.3779,-0.0544,False
xgboost,perf_drop_0.03_lookback_4,perf,21,2018-09-05,0.4356,0.3668,-0.0688,False
xgboost,perf_drop_0.03_lookback_4,perf,24,2018-12-04,0.3168,0.521,0.2041,False
xgboost,perf_drop_0.03_lookback_4,perf,29,2019-05-08,0.4057,0.5288,0.1231,False
xgboost,perf_drop_0.03_lookback_4,perf,35,2019-11-05,0.4974,0.4146,-0.0828,False
xgboost,perf_drop_0.03_lookback_4,perf,38,2020-02-06,0.5125,0.3685,-0.1439,True
xgboost,perf_drop_0.03_lookback_4,perf,41,2020-05-07,0.3328,0.356,0.0232,False
xgboost,perf_drop_0.03_lookback_4,perf,45,2020-09-04,0.356,0.4799,0.1239,False
xgboost,perf_drop_0.03_lookback_4,perf,53,2021-05-07,0.5047,0.3614,-0.1433,False
xgboost,perf_drop_0.03_lookback_4,perf,56,2021-08-06,0.3828,0.3496,-0.0332,False
xgboost,perf_drop_0.03_lookback_4,perf,62,2022-02-04,0.3073,0.4491,0.1418,True
xgboost,perf_drop_0.03_lookback_4,perf,69,2022-09-07,0.4523,0.3557,-0.0966,False
xgboost,perf_drop_0.03_lookback_4,perf,72,2022-12-06,0.3695,0.3994,0.0299,False
xgboost,perf_drop_0.03_lookback_4,perf,77,2023-05-09,0.3707,0.362,-0.0087,False
xgboost,perf_drop_0.03_lookback_6,perf,10,2017-10-04,0.3609,0.4573,0.0964,False
xgboost,perf_drop_0.03_lookback_6,perf,13,2018-01-04,0.3846,0.5763,0.1916,False
xgboost,perf_drop_0.03_lookback_6,perf,19,2018-07-06,0.4023,0.3164,-0.0859,False
xgboost,perf_drop_0.03_lookback_6,perf,22,2018-10-04,0.3862,0.4701,0.0839,False
xgboost,perf_drop_0.03_lookback_6,perf,25,2019-01-07,0.3609,0.4211,0.0602,False
xgboost,perf_drop_0.03_lookback_6,perf,30,2019-06-07,0.3665,0.5506,0.1841,False
xgboost,perf_drop_0.03_lookback_6,perf,39,2020-03-09,0.4799,0.4311,-0.0489,True
xgboost,perf_drop_0.03_lookback_6,perf,43,2020-07-08,0.4311,0.35,-0.081,False
xgboost,perf_drop_0.03_lookback_6,perf,46,2020-10-06,0.3326,0.4907,0.1581,False
xgboost,perf_drop_0.03_lookback_6,perf,54,2021-06-08,0.4229,0.3644,-0.0586,False
xgboost,perf_drop_0.03_lookback_6,perf,57,2021-09-07,0.3499,0.3951,0.0452,False
xgboost,perf_drop_0.03_lookback_6,perf,62,2022-02-04,0.3212,0.5262,0.205,True
xgboost,perf_drop_0.03_lookback_6,perf,73,2023-01-06,0.3682,0.4246,0.0564,False
xgboost,perf_drop_0.03_lookback_6,perf,76,2023-04-10,0.3863,0.4446,0.0582,False
xgboost,perf_drop_0.03_lookback_6,perf,82,2023-10-09,0.3551,0.273,-0.0821,False
xgboost,perf_drop_0.05_lookback_3,perf,7,2017-07-06,0.5552,0.4175,-0.1377,False
xgboost,perf_drop_0.05_lookback_3,perf,10,2017-10-04,0.3972,0.4237,0.0265,False
xgboost,perf_drop_0.05_lookback_3,perf,17,2018-05-07,0.5153,0.4099,-0.1054,False
xgboost,perf_drop_0.05_lookback_3,perf,20,2018-08-06,0.4422,0.3535,-0.0887,False
xgboost,perf_drop_0.05_lookback_3,perf,23,2018-11-02,0.3258,0.4873,0.1615,False
xgboost,perf_drop_0.05_lookback_3,perf,28,2019-04-08,0.4434,0.4034,-0.04,False
xgboost,perf_drop_0.05_lookback_3,perf,31,2019-07-09,0.3812,0.4725,0.0913,False
xgboost,perf_drop_0.05_lookback_3,perf,35,2019-11-05,0.4725,0.4829,0.0104,False
xgboost,perf_drop_0.05_lookback_3,perf,39,2020-03-09,0.4829,0.3948,-0.0881,True
xgboost,perf_drop_0.05_lookback_3,perf,45,2020-09-04,0.3357,0.4692,0.1335,False
xgboost,perf_drop_0.05_lookback_3,perf,53,2021-05-07,0.472,0.3746,-0.0974,False
xgboost,perf_drop_0.05_lookback_3,perf,57,2021-09-07,0.3746,0.3508,-0.0237,False
xgboost,perf_drop_0.05_lookback_3,perf,64,2022-04-06,0.3293,0.5445,0.2152,True
xgboost,perf_drop_0.05_lookback_3,perf,68,2022-08-08,0.5445,0.3871,-0.1574,False
xgboost,perf_drop_0.05_lookback_3,perf,71,2022-11-04,0.4175,0.4421,0.0246,False
xgboost,perf_drop_0.05_lookback_3,perf,74,2023-02-07,0.4041,0.354,-0.0501,False
xgboost,perf_drop_0.05_lookback_3,perf,78,2023-06-08,0.354,0.3767,0.0227,False
xgboost,perf_drop_0.05_lookback_4,perf,8,2017-08-04,0.4772,0.3735,-0.1037,False
xgboost,perf_drop_0.05_lookback_4,perf,11,2017-11-02,0.3855,0.5313,0.1458,False
xgboost,perf_drop_0.05_lookback_4,perf,18,2018-06-06,0.4324,0.3779,-0.0544,False
xgboost,perf_drop_0.05_lookback_4,perf,21,2018-09-05,0.4356,0.3668,-0.0688,False
xgboost,perf_drop_0.05_lookback_4,perf,24,2018-12-04,0.3168,0.521,0.2041,False
xgboost,perf_drop_0.05_lookback_4,perf,29,2019-05-08,0.4057,0.5288,0.1231,False
xgboost,perf_drop_0.05_lookback_4,perf,35,2019-11-05,0.4974,0.4146,-0.0828,False
xgboost,perf_drop_0.05_lookback_4,perf,38,2020-02-06,0.5125,0.3685,-0.1439,True
xgboost,perf_drop_0.05_lookback_4,perf,41,2020-05-07,0.3328,0.356,0.0232,False
xgboost,perf_drop_0.05_lookback_4,perf,45,2020-09-04,0.356,0.4799,0.1239,False
xgboost,perf_drop_0.05_lookback_4,perf,55,2021-07-08,0.4526,0.3285,-0.1241,False
xgboost,perf_drop_0.05_lookback_4,perf,58,2021-10-06,0.3171,0.3054,-0.0116,False
xgboost,perf_drop_0.05_lookback_4,perf,62,2022-02-04,0.3054,0.5357,0.2303,True
xgboost,perf_drop_0.05_lookback_4,perf,68,2022-08-08,0.4426,0.3578,-0.0848,False
xgboost,perf_drop_0.05_lookback_4,perf,72,2022-12-06,0.3578,0.4288,0.071,False
xgboost,perf_drop_0.05_lookback_4,perf,77,2023-05-09,0.4002,0.3489,-0.0512,False
xgboost,perf_drop_0.05_lookback_4,perf,81,2023-09-08,0.3489,0.4544,0.1055,False
xgboost,perf_drop_0.05_lookback_6,perf,10,2017-10-04,0.3609,0.4573,0.0964,False
xgboost,perf_drop_0.05_lookback_6,perf,13,2018-01-04,0.3846,0.5763,0.1916,False
xgboost,perf_drop_0.05_lookback_6,perf,19,2018-07-06,0.4023,0.3164,-0.0859,False
xgboost,perf_drop_0.05_lookback_6,perf,22,2018-10-04,0.3862,0.3779,-0.0083,False
xgboost,perf_drop_0.05_lookback_6,perf,30,2019-06-07,0.2081,0.5154,0.3073,False
xgboost,perf_drop_0.05_lookback_6,perf,40,2020-04-07,0.4527,0.4586,0.0059,True
xgboost,perf_drop_0.05_lookback_6,perf,45,2020-09-04,0.3694,0.4877,0.1183,False
xgboost,perf_drop_0.05_lookback_6,perf,55,2021-07-08,0.409,0.347,-0.062,False
xgboost,perf_drop_0.05_lookback_6,perf,58,2021-10-06,0.3625,0.414,0.0515,False
xgboost,perf_drop_0.05_lookback_6,perf,71,2022-11-04,0.3353,0.4599,0.1246,False
xgboost,perf_drop_0.05_lookback_6,perf,76,2023-04-10,0.3873,0.4072,0.0199,False
xgboost,perf_drop_0.15_lookback_3,perf,7,2017-07-06,0.5552,0.426,-0.1291,False
xgboost,perf_drop_0.15_lookback_3,perf,18,2018-06-06,0.4519,0.3839,-0.068,False
xgboost,perf_drop_0.15_lookback_3,perf,26,2019-02-06,0.4089,0.4068,-0.0021,False
xgboost,perf_drop_0.15_lookback_3,perf,30,2019-06-07,0.4068,0.5332,0.1264,False
xgboost,perf_drop_0.15_lookback_3,perf,34,2019-10-07,0.5332,0.4893,-0.0439,False
xgboost,perf_drop_0.15_lookback_3,perf,38,2020-02-06,0.4893,0.4025,-0.0869,True
xgboost,perf_drop_0.15_lookback_3,perf,45,2020-09-04,0.3219,0.478,0.1561,False
xgboost,perf_drop_0.15_lookback_3,perf,72,2022-12-06,0.3959,0.4043,0.0084,False
xgboost,perf_drop_0.15_lookback_4,perf,8,2017-08-04,0.4772,0.3861,-0.0911,False
xgboost,perf_drop_0.15_lookback_4,perf,19,2018-07-06,0.4148,0.324,-0.0908,False
xgboost,perf_drop_0.15_lookback_4,perf,30,2019-06-07,0.3589,0.5184,0.1595,False
xgboost,perf_drop_0.15_lookback_4,perf,45,2020-09-04,0.2798,0.4981,0.2183,False
xgboost,perf_drop_0.15_lookback_4,perf,58,2021-10-06,0.2853,0.4003,0.115,False
xgboost,perf_drop_0.15_lookback_4,perf,70,2022-10-06,0.4574,0.4888,0.0314,False
xgboost,perf_drop_0.15_lookback_4,perf,78,2023-06-08,0.3559,0.3927,0.0369,False
xgboost,perf_drop_0.15_lookback_6,perf,23,2018-11-02,0.3287,0.4873,0.1586,False
xgboost,perf_drop_0.15_lookback_6,perf,40,2020-04-07,0.3443,0.4457,0.1014,True
xgboost,perf_drop_0.15_lookback_6,perf,56,2021-08-06,0.3356,0.3254,-0.0102,False
xgboost,perf_drop_0.15_lookback_6,perf,74,2023-02-07,0.2427,0.3918,0.1491,False
xgboost,perf_drop_0.1_lookback_3,perf,7,2017-07-06,0.5552,0.4175,-0.1377,False
xgboost,perf_drop_0.1_lookback_3,perf,10,2017-10-04,0.3972,0.4237,0.0265,False
xgboost,perf_drop_0.1_lookback_3,perf,18,2018-06-06,0.4393,0.3408,-0.0986,False
xgboost,perf_drop_0.1_lookback_3,perf,21,2018-09-05,0.3871,0.3876,0.0004,False
xgboost,perf_drop_0.1_lookback_3,perf,30,2019-06-07,0.4226,0.4751,0.0525,False
xgboost,perf_drop_0.1_lookback_3,perf,35,2019-11-05,0.4242,0.4369,0.0128,False
xgboost,perf_drop_0.1_lookback_3,perf,38,2020-02-06,0.546,0.3671,-0.1789,True
xgboost,perf_drop_0.1_lookback_3,perf,45,2020-09-04,0.3219,0.4926,0.1708,False
xgboost,perf_drop_0.1_lookback_3,perf,55,2021-07-08,0.4246,0.3499,-0.0747,False
xgboost,perf_drop_0.1_lookback_3,perf,70,2022-10-06,0.342,0.4243,0.0823,False
xgboost,perf_drop_0.1_lookback_3,perf,77,2023-05-09,0.3965,0.4624,0.066,False
xgboost,perf_drop_0.1_lookback_3,perf,82,2023-10-09,0.3802,0.491,0.1108,False
xgboost,perf_drop_0.1_lookback_4,perf,8,2017-08-04,0.4772,0.3735,-0.1037,False
xgboost,perf_drop_0.1_lookback_4,perf,11,2017-11-02,0.3855,0.5313,0.1458,False
xgboost,perf_drop_0.1_lookback_4,perf,18,2018-06-06,0.4324,0.3994,-0.033,False
xgboost,perf_drop_0.1_lookback_4,perf,24,2018-12-04,0.3458,0.527,0.1812,False
xgboost,perf_drop_0.1_lookback_4,perf,29,2019-05-08,0.4076,0.4931,0.0855,False
xgboost,perf_drop_0.1_lookback_4,perf,46,2020-10-06,0.3254,0.5058,0.1804,False
xgboost,perf_drop_0.1_lookback_4,perf,57,2021-09-07,0.3298,0.4077,0.0779,False
xgboost,perf_drop_0.1_lookback_4,perf,64,2022-04-06,0.3404,0.5656,0.2252,True
xgboost,perf_drop_0.1_lookback_4,perf,72,2022-12-06,0.4017,0.3779,-0.0238,False
xgboost,perf_drop_0.1_lookback_6,perf,10,2017-10-04,0.3609,0.456,0.0952,False
xgboost,perf_drop_0.1_lookback_6,perf,22,2018-10-04,0.3512,0.4646,0.1134,False
xgboost,perf_drop_0.1_lookback_6,perf,30,2019-06-07,0.3069,0.5735,0.2666,False
xgboost,perf_drop_0.1_lookback_6,perf,39,2020-03-09,0.4672,0.4101,-0.057,True
xgboost,perf_drop_0.1_lookback_6,perf,45,2020-09-04,0.3305,0.492,0.1614,False
xgboost,perf_drop_0.1_lookback_6,perf,56,2021-08-06,0.3943,0.3556,-0.0387,False
xgboost,perf_drop_0.1_lookback_6,perf,59,2021-11-04,0.3457,0.3495,0.0038,False
xgboost,perf_drop_0.1_lookback_6,perf,71,2022-11-04,0.3722,0.4791,0.1069,False
xgboost,perf_drop_0.1_lookback_6,perf,78,2023-06-08,0.2756,0.3932,0.1175,False
xgboost,perf_drop_0.2_lookback_3,perf,7,2017-07-06,0.5552,0.426,-0.1291,False
xgboost,perf_drop_0.2_lookback_3,perf,18,2018-06-06,0.4519,0.3839,-0.068,False
xgboost,random,random,6,2017-06-06,0.6153,0.3405,-0.2748,False
xgboost,random,random,19,2018-07-06,0.4474,0.3424,-0.105,False
xgboost,random,random,29,2019-05-08,0.4774,0.4101,-0.0672,False
xgboost,random,random,53,2021-05-07,0.4886,0.3623,-0.1263,False
xgboost,random,random,70,2022-10-06,0.4162,0.4605,0.0444,False
xgboost,random,random,76,2023-04-10,0.4258,0.3577,-0.0681,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,7,2017-07-06,0.5552,0.426,-0.1291,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,11,2017-11-02,0.426,0.577,0.151,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,15,2018-03-07,0.577,0.4327,-0.1443,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,21,2018-09-05,0.3857,0.3415,-0.0442,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,26,2019-02-06,0.3564,0.3702,0.0139,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,31,2019-07-09,0.355,0.4835,0.1286,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,38,2020-02-06,0.5184,0.346,-0.1723,True
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,42,2020-06-08,0.346,0.3288,-0.0173,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,46,2020-10-06,0.3288,0.5141,0.1853,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,51,2021-03-09,0.5162,0.3402,-0.176,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,55,2021-07-08,0.3402,0.3369,-0.0033,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,68,2022-08-08,0.4116,0.4141,0.0025,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,75,2023-03-09,0.4239,0.4422,0.0182,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,78,2023-06-08,0.3862,0.3558,-0.0304,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,9,2017-09-05,0.3849,0.4155,0.0305,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,15,2018-03-07,0.4964,0.4225,-0.0739,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,19,2018-07-06,0.4225,0.3355,-0.087,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,23,2018-11-02,0.3355,0.4709,0.1354,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,26,2019-02-06,0.4793,0.3565,-0.1228,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,31,2019-07-09,0.4022,0.4725,0.0703,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,38,2020-02-06,0.5013,0.4063,-0.095,True
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,42,2020-06-08,0.4063,0.3613,-0.045,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,46,2020-10-06,0.3613,0.4555,0.0942,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,51,2021-03-09,0.4367,0.3629,-0.0738,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,55,2021-07-08,0.3629,0.3785,0.0155,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,59,2021-11-04,0.3785,0.3136,-0.0649,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,68,2022-08-08,0.5575,0.4141,-0.1434,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,75,2023-03-09,0.4239,0.519,0.0951,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,79,2023-07-11,0.519,0.4338,-0.0852,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,13,2018-01-04,0.4367,0.5705,0.1337,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,17,2018-05-07,0.5705,0.4216,-0.1488,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,21,2018-09-05,0.4216,0.3286,-0.093,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,25,2019-01-07,0.3286,0.3188,-0.0098,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,29,2019-05-08,0.3188,0.53,0.2111,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,39,2020-03-09,0.4084,0.3691,-0.0393,True
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,43,2020-07-08,0.3691,0.3565,-0.0126,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,47,2020-11-04,0.3565,0.4012,0.0447,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,52,2021-04-08,0.4204,0.4371,0.0167,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,56,2021-08-06,0.4371,0.3519,-0.0852,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,60,2021-12-06,0.3519,0.3529,0.001,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,68,2022-08-08,0.4512,0.4052,-0.046,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,72,2022-12-06,0.4052,0.3564,-0.0488,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,75,2023-03-09,0.418,0.4247,0.0067,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,79,2023-07-11,0.4247,0.4245,-0.0001,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,7,2017-07-06,0.5552,0.426,-0.1291,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,11,2017-11-02,0.426,0.577,0.151,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,15,2018-03-07,0.577,0.4327,-0.1443,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,21,2018-09-05,0.3857,0.3415,-0.0442,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,26,2019-02-06,0.3564,0.3702,0.0139,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,31,2019-07-09,0.355,0.4835,0.1286,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,38,2020-02-06,0.5184,0.346,-0.1723,True
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,42,2020-06-08,0.346,0.3288,-0.0173,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,46,2020-10-06,0.3288,0.5141,0.1853,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,51,2021-03-09,0.5162,0.3402,-0.176,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,55,2021-07-08,0.3402,0.3369,-0.0033,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,68,2022-08-08,0.4116,0.4141,0.0025,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,75,2023-03-09,0.4239,0.4422,0.0182,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,78,2023-06-08,0.3862,0.3558,-0.0304,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,9,2017-09-05,0.3849,0.4155,0.0305,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,15,2018-03-07,0.4964,0.4225,-0.0739,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,19,2018-07-06,0.4225,0.3355,-0.087,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,23,2018-11-02,0.3355,0.4709,0.1354,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,26,2019-02-06,0.4793,0.3565,-0.1228,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,31,2019-07-09,0.4022,0.4725,0.0703,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,38,2020-02-06,0.5013,0.4063,-0.095,True
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,42,2020-06-08,0.4063,0.3613,-0.045,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,46,2020-10-06,0.3613,0.4555,0.0942,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,51,2021-03-09,0.4367,0.3629,-0.0738,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,55,2021-07-08,0.3629,0.3785,0.0155,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,59,2021-11-04,0.3785,0.3136,-0.0649,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,68,2022-08-08,0.5575,0.4141,-0.1434,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,75,2023-03-09,0.4239,0.519,0.0951,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,79,2023-07-11,0.519,0.4338,-0.0852,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,13,2018-01-04,0.4367,0.5705,0.1337,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,17,2018-05-07,0.5705,0.4216,-0.1488,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,21,2018-09-05,0.4216,0.3286,-0.093,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,25,2019-01-07,0.3286,0.3188,-0.0098,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,29,2019-05-08,0.3188,0.53,0.2111,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,39,2020-03-09,0.4084,0.3691,-0.0393,True
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,43,2020-07-08,0.3691,0.3565,-0.0126,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,47,2020-11-04,0.3565,0.4012,0.0447,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,52,2021-04-08,0.4204,0.4371,0.0167,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,56,2021-08-06,0.4371,0.3519,-0.0852,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,60,2021-12-06,0.3519,0.3529,0.001,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,68,2022-08-08,0.4512,0.4052,-0.046,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,72,2022-12-06,0.4052,0.3564,-0.0488,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,75,2023-03-09,0.418,0.4247,0.0067,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,79,2023-07-11,0.4247,0.4245,-0.0001,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,7,2017-07-06,0.5552,0.426,-0.1291,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,11,2017-11-02,0.426,0.577,0.151,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,15,2018-03-07,0.577,0.4327,-0.1443,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,21,2018-09-05,0.3857,0.3415,-0.0442,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,26,2019-02-06,0.3564,0.3702,0.0139,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,31,2019-07-09,0.355,0.4835,0.1286,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,38,2020-02-06,0.5184,0.346,-0.1723,True
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,42,2020-06-08,0.346,0.3288,-0.0173,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,46,2020-10-06,0.3288,0.5141,0.1853,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,51,2021-03-09,0.5162,0.3402,-0.176,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,55,2021-07-08,0.3402,0.3369,-0.0033,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,68,2022-08-08,0.4116,0.4141,0.0025,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,75,2023-03-09,0.4239,0.4422,0.0182,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,78,2023-06-08,0.3862,0.3558,-0.0304,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,9,2017-09-05,0.3849,0.4155,0.0305,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,15,2018-03-07,0.4964,0.4225,-0.0739,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,19,2018-07-06,0.4225,0.3355,-0.087,False
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,23,2018-11-02,0.3355,0.4709,0.1354,False
