model_type,retrainer,exp_type,class,class_name,f1
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,0,down,0.5571
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,1,neutral,0.4578
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,2,up,0.5316
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,0,down,0.5407
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,1,neutral,0.4455
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,2,up,0.5313
xgboost,static,static,0,down,0.5428
xgboost,static,static,1,neutral,0.1229
xgboost,static,static,2,up,0.5184
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,1,neutral,0.4788
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,2,up,0.5387
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,0,down,0.5347
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,1,neutral,0.4353
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,2,up,0.5204
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,1,neutral,0.4715
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,2,up,0.5318
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,1,neutral,0.4788
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,2,up,0.5387
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,0,down,0.5347
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,1,neutral,0.4353
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,2,up,0.5204
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,1,neutral,0.4715
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,2,up,0.5318
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,0,down,0.552
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,1,neutral,0.4597
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,2,up,0.53
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,0,down,0.5347
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,1,neutral,0.4353
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,2,up,0.5204
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,1,neutral,0.4715
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,2,up,0.5318
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,0,down,0.5592
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,1,neutral,0.4701
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,2,up,0.5367
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,0,down,0.5568
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,1,neutral,0.4595
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,2,up,0.5299
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_6,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_6,timeout_msm,1,neutral,0.4715
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_6,timeout_msm,2,up,0.5318
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_3,timeout_msm,0,down,0.5592
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_3,timeout_msm,1,neutral,0.4701
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_3,timeout_msm,2,up,0.5367
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_4,timeout_msm,0,down,0.5605
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_4,timeout_msm,1,neutral,0.4787
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_4,timeout_msm,2,up,0.5397
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_6,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_6,timeout_msm,1,neutral,0.4715
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_6,timeout_msm,2,up,0.5318
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_3,timeout_msm,0,down,0.5592
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_3,timeout_msm,1,neutral,0.4701
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_3,timeout_msm,2,up,0.5367
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,0,down,0.5605
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,1,neutral,0.4787
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,2,up,0.5397
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,1,neutral,0.4715
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,2,up,0.5318
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,0,down,0.5627
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,1,neutral,0.4671
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,2,up,0.5332
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,0,down,0.5347
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,1,neutral,0.4353
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,2,up,0.5204
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,1,neutral,0.4715
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,2,up,0.5318
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,0,down,0.5627
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,1,neutral,0.4671
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,2,up,0.5332
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,0,down,0.5347
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,1,neutral,0.4353
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,2,up,0.5204
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,0,down,0.5566
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,1,neutral,0.4715
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,2,up,0.5318
